"country","lat","lon","aqi_category"
"India","26.5396892","77.0820494","Unhealthy for Sensitive Groups"
"China","24.3284746","109.4239676","Unhealthy for Sensitive Groups"
"China","38.6220261","101.0784079","Unhealthy"
"United States of America","33.924831","-118.2024154","Unhealthy for Sensitive Groups"
"France","45.7578137","4.8320114","Unhealthy for Sensitive Groups"
"Pakistan","31.5656822","74.3141829","Unhealthy"
"United States of America","26.2159066","-98.3252932","Unhealthy"
"India","21.3034838","79.8042367","Unhealthy"
"France","45.6072875","4.0627318","Unhealthy"
"France","46.5660526","3.3331703","Unhealthy"
"India","23.8191612","80.42300900794217","Unhealthy"
"Libya","31.8637865","10.9827903","Unhealthy"
"India","28.6138954","77.2090057","Unhealthy"
"Egypt","30.9745","31.16499","Unhealthy for Sensitive Groups"
"Egypt","30.0263507","31.2585483","Unhealthy for Sensitive Groups"
"South Africa","-34.4175","19.2361111","Unhealthy"
"United States of America","29.7589382","-95.3676974","Unhealthy for Sensitive Groups"
"South Africa","-28.889191","31.4704425","Unhealthy"
"India","28.3877515","76.80426320657713","Unhealthy"
"Dominican Republic","18.4796115","-71.421373","Unhealthy for Sensitive Groups"
"Viet Nam","20.4232641","106.1688515","Unhealthy"
"Mexico","19.4925","-98.535278","Unhealthy"
"India","21.927361","78.8016271","Unhealthy"
"Angola","-9.6589303","20.3981118","Unhealthy for Sensitive Groups"
"Mexico","19.440556","-98.103333","Unhealthy"
"Iran (Islamic Republic of)","35.0213","50.3566","Unhealthy for Sensitive Groups"
"Indonesia","-6.9903988","110.4229104","Unhealthy"
"India","30.625015","76.3853971","Unhealthy"
"India","19.4782361","79.5720001","Unhealthy"
"India","27.0569981","78.686047","Unhealthy"
"Chile","-34.170249","-70.7407427","Unhealthy for Sensitive Groups"
"India","23.3700501","85.3250387","Unhealthy"
"India","25.846655","84.377897","Unhealthy"
"Rwanda","-1.670319","29.362002","Unhealthy"
"China","25.3751","107.079","Unhealthy for Sensitive Groups"
"Philippines","15.6161567","120.4359327","Unhealthy"
"India","24.7284341","81.4101505","Unhealthy"
"India","25.4586233","85.5369022","Unhealthy"
"India","29.1545552","78.7049014","Unhealthy"
"India","22.9561711","73.3370129","Unhealthy"
"India","22.028882","79.7355638","Unhealthy"
"India","23.9378","88.2449","Unhealthy"
"India","15.45144","78.14797","Unhealthy for Sensitive Groups"
"India","28.241095","79.950708","Unhealthy"
"Indonesia","-6.9355241","109.0404314","Unhealthy"
"India","23.2120356","81.5361624","Unhealthy"
"Rwanda","-1.5754340500000001","30.05643857576075","Unhealthy for Sensitive Groups"
"India","22.550434","85.8024498","Unhealthy"
"Iran (Islamic Republic of)","36.655","51.4204","Unhealthy for Sensitive Groups"
"China","26.9479238","108.7523209","Unhealthy"
"Indonesia","-7.0268685","107.5167964","Unhealthy"
"China","39.0434935","115.5407801","Unhealthy"
"India","25.3713276","71.0467815","Unhealthy"
"Indonesia","-7.9840459","110.53270265108071","Unhealthy"
"India","16.2915189","80.4541588","Unhealthy"
"India","32.166667","75.316667","Unhealthy"
"Japan","40.6030543","140.4640389","Unhealthy for Sensitive Groups"
"China","33.3874855","115.0810213","Unhealthy"
"India","23.3566136","77.4167225","Unhealthy"
"Japan","35.274632","136.870713","Unhealthy for Sensitive Groups"
"India","22.880205","84.134919","Unhealthy"
"India","29.477367","78.785127","Unhealthy"
"India","22.6103179","73.4617061","Unhealthy"
"Uganda","0.4669081","32.3775836","Unhealthy for Sensitive Groups"
"India","32.4288215","75.56286458392415","Unhealthy"
"Pakistan","32.5657758","74.4645064","Unhealthy"
"Pakistan","25.5971858","68.4454874","Unhealthy"
"Pakistan","25.0441564","68.6589358","Unhealthy for Sensitive Groups"
"Afghanistan","36.89734","65.0769","Unhealthy"
"India","24.9885675","79.6140783","Unhealthy for Sensitive Groups"
"Democratic Republic of the Congo","-4.8476882","21.5612","Unhealthy for Sensitive Groups"
"India","25.3988361","87.9065895","Unhealthy"
"China","36.7842974","119.9493639","Unhealthy for Sensitive Groups"
"India","19.9080759","77.5706555","Unhealthy"
"China","35.7631348","115.0234071","Unhealthy"
"Iran (Islamic Republic of)","36.27836035","50.01254279231419","Unhealthy"
"India","22.520986","88.187018","Unhealthy"
"India","21.897618","83.3965501","Unhealthy"
"United States of America","33.9323307","-117.5508901","Unhealthy for Sensitive Groups"
"Pakistan","29.550001","66.0166996","Unhealthy for Sensitive Groups"
"Japan","36.07853","138.049549","Unhealthy for Sensitive Groups"
"India","21.5954798","78.5258489","Unhealthy"
"Bangladesh","25.6575053","88.9163662","Unhealthy for Sensitive Groups"
"India","20.7082861","83.1326942","Unhealthy"
"Indonesia","-6.9187681","109.5423071","Unhealthy"
"Iran (Islamic Republic of)","36.69235","53.55262","Unhealthy"
"India","24.8335827","79.9631878","Unhealthy"
"India","21.8669568","75.9635237","Unhealthy"
"India","25.348","74.636","Unhealthy"
"India","25.7321016","86.9877291","Unhealthy"
"India","26.5971854","82.13759","Unhealthy"
"India","26.8424857","80.0645793","Unhealthy"
"Malaysia","5.364244","100.4609767","Unhealthy"
"United States of America","18.0870192","-67.1459114","Unhealthy for Sensitive Groups"
"Viet Nam","10.0364216","105.7875219","Unhealthy"
"United States of America","33.9926803","-117.760056","Unhealthy for Sensitive Groups"
"Italy","37.60257","15.1419604","Unhealthy for Sensitive Groups"
"India","10.0463572","78.0878055","Unhealthy for Sensitive Groups"
"Afghanistan","35.033328","71.358087","Unhealthy"
"India","20.5197208","85.625359","Unhealthy for Sensitive Groups"
"India","16.72613","75.06421","Unhealthy for Sensitive Groups"
"India","10.1463213","77.6382921","Unhealthy for Sensitive Groups"
"India","26.4582273","92.4819173","Unhealthy for Sensitive Groups"
"Ethiopia","9.5912196","41.9797191","Unhealthy for Sensitive Groups"
"United States of America","34.0239015","-118.172015","Unhealthy"
"Greece","39.2949611","22.384792","Unhealthy for Sensitive Groups"
"China","31.2088591","106.2114777","Unhealthy for Sensitive Groups"
"China","36.3654065","119.8005385","Unhealthy for Sensitive Groups"
"India","24.8874129","79.7328407","Unhealthy"
"Mexico","19.5994083","-99.0487281","Unhealthy"
"India","25.6650421","85.841369","Unhealthy"
"China","31.1244028","104.39013","Unhealthy"
"Colombia","4.8097329","-74.3541284","Unhealthy for Sensitive Groups"
"Pakistan","32.6920819","74.1291251","Unhealthy"
"China","27.8180748","114.6852982","Unhealthy for Sensitive Groups"
"India","31.3162297","77.5509024","Unhealthy"
"United States of America","34.1008426","-117.7678355","Unhealthy"
"Indonesia","-3.7832609","103.545177","Unhealthy for Sensitive Groups"
"India","29.7474421","78.0238141","Unhealthy"
"Malaysia","2.723099","101.9400601","Unhealthy for Sensitive Groups"
"China","36.8762356","118.7322549","Unhealthy"
"India","27.68798","78.3805599","Unhealthy"
"Pakistan","26.032562","68.8077659","Unhealthy"
"Japan","35.3254614","136.5844619","Unhealthy for Sensitive Groups"
"Oman","23.5995525","58.550656","Unhealthy"
"Philippines","13.8549002","120.9162216","Unhealthy for Sensitive Groups"
"United States of America","34.1215947","-118.105739","Unhealthy for Sensitive Groups"
"India","32.4575749","76.5996142","Unhealthy"
"United States of America","29.7760599","-95.1146533","Unhealthy for Sensitive Groups"
"China","31.21367","77.1799","Unhealthy for Sensitive Groups"
"Indonesia","-6.8731527","107.5423099","Unhealthy for Sensitive Groups"
"Mexico","19.6359452","-99.0948573","Unhealthy"
"United States of America","32.5782835","-97.3609829","Unhealthy for Sensitive Groups"
"India","19.8642075","74.7750091","Unhealthy for Sensitive Groups"
"Iran (Islamic Republic of)","31.4136588","51.5708254","Unhealthy for Sensitive Groups"
"India","20.7961403","76.6930662","Unhealthy"
"India","23.9004908","75.2934031","Unhealthy"
"India","27.5615568","80.6840082","Unhealthy"
"Guatemala","14.595725","-91.438715","Unhealthy for Sensitive Groups"
"Brazil","-23.5304843","-47.1355473","Unhealthy for Sensitive Groups"
"Kenya","0.3361103","34.4895368","Unhealthy"
"India","22.5113584","86.4571303","Unhealthy"
"China","29.3719692","112.385804","Unhealthy"
"India","23.405057","88.360754","Unhealthy"
"Mexico","19.051667","-98.428889","Unhealthy for Sensitive Groups"
"India","26.9231953","80.7100459","Unhealthy"
"Pakistan","30.821908","72.804246","Unhealthy"
"Pakistan","34.1937969","72.0451467","Unhealthy"
"India","20.6884998","79.3047881","Unhealthy"
"Mexico","22.8771008","-102.5407631","Unhealthy for Sensitive Groups"
"India","18.736151","73.0949798","Unhealthy for Sensitive Groups"
"Libya","27.0364864","14.4290398","Unhealthy for Sensitive Groups"
"India","29.850657","80.2162027","Unhealthy for Sensitive Groups"
"India","25.8608909","83.8556102","Unhealthy"
"India","28.3803003","75.3592801","Unhealthy"
"India","15.7406698","79.2698502","Unhealthy for Sensitive Groups"
"Italy","37.1782878","15.1266212","Unhealthy for Sensitive Groups"
"India","26.6506888","84.9114654","Unhealthy for Sensitive Groups"
"India","22.4360287","88.4950634","Unhealthy"
"Pakistan","31.8010863","74.2540999","Unhealthy"
"India","16.483103","74.8062103","Unhealthy for Sensitive Groups"
"Russian Federation","51.2305015","58.4738015","Unhealthy for Sensitive Groups"
"India","23.333333","86.416667","Unhealthy for Sensitive Groups"
"India","29.3912753","76.9771675","Unhealthy"
"Uzbekistan",NULL,NULL,"Unhealthy for Sensitive Groups"
"Indonesia","-7.6918699","110.703215","Unhealthy"
"Pakistan","34.0123846","71.5787458","Unhealthy"
"Haiti","18.5132181","-72.2860209","Unhealthy for Sensitive Groups"
"South Africa","-25.326389","31.014444","Unhealthy"
"China","24.468328","112.6360737","Unhealthy"
"India","17.3379216","77.9039857","Unhealthy for Sensitive Groups"
"Brazil","-22.521856","-44.1040128","Unhealthy for Sensitive Groups"
"Pakistan","33.7863064","72.7267564","Unhealthy"
"Indonesia","-7.3613863","112.7255852","Unhealthy"
"India","25.3639289","82.1876789","Unhealthy"
"India","26.3168372","88.2657821","Unhealthy"
"Qatar","25.68389","51.50583","Unhealthy"
"Democratic Republic of the Congo","0.5184021","25.2057292","Unhealthy"
"India","21.747801","84.352212","Unhealthy"
"Gambia","13.629489","-14.856663750153398","Unhealthy"
"United States of America","42.3928151","-83.0496438","Unhealthy"
"China","34.564121","104.572467","Unhealthy"
"Brazil","-22.8620175","-47.2164219","Unhealthy"
"Thailand","7.1342991","100.2921852","Unhealthy"
"Pakistan","28.2813094","68.4364361","Unhealthy"
"India","20.9484948","72.897892","Unhealthy for Sensitive Groups"
"Senegal","14.10197","-15.548433","Unhealthy"
"India","20.7587262","73.6873533","Unhealthy for Sensitive Groups"
"India","25.3476006","72.6260916","Unhealthy"
"Guatemala","14.5747444","-90.7416732","Unhealthy for Sensitive Groups"
"Brazil","-26.3044898","-48.8486726","Unhealthy for Sensitive Groups"
"Bangladesh","23.044864","89.6305234","Unhealthy"
"Brazil","-23.4133724","-46.0379249","Unhealthy"
"United States of America","42.7858231","-91.0995735","Unhealthy for Sensitive Groups"
"India","29.2144809","79.5279012","Unhealthy for Sensitive Groups"
"India","25.93448625","80.03137142117734","Unhealthy"
"China","32.8926763","115.8090001","Unhealthy for Sensitive Groups"
"India","22.830785499999998","81.95847319410046","Unhealthy"
"Indonesia","-6.9063768","109.5331389","Unhealthy for Sensitive Groups"
"United States of America","33.894927","-118.226624","Unhealthy for Sensitive Groups"
"China","45.5044225","124.2855828","Unhealthy"
"China","32.4329637","105.8563402","Unhealthy"
"Mexico","18.5321825","-92.6461428","Unhealthy for Sensitive Groups"
"China","29.7065405","107.3910809","Unhealthy"
"China",NULL,NULL,"Unhealthy for Sensitive Groups"
"Guatemala","14.6560605","-91.8256277","Unhealthy for Sensitive Groups"
"Indonesia","-6.3021906","107.3046116","Unhealthy for Sensitive Groups"
"Malaysia","1.656937","103.605879","Unhealthy"
"Pakistan","32.4559549","71.4812821","Unhealthy"
"Dominican Republic","18.4272786","-68.9734597","Unhealthy for Sensitive Groups"
"India","20.7258046","78.3176198","Unhealthy"
"Iran (Islamic Republic of)","26.929106","56.253245","Unhealthy"
"China","26.4804724","116.0678504","Unhealthy for Sensitive Groups"
"Brazil","-19.967223","-43.804167","Unhealthy for Sensitive Groups"
"India","19.1696","83.418","Unhealthy for Sensitive Groups"
"India","24.5359","81.2934","Unhealthy"
"India","27.7156737","77.2778535","Unhealthy"
"Indonesia","-6.1169662","106.1518079","Unhealthy"
"Iran (Islamic Republic of)","0.3397018","32.5925304","Unhealthy"
"China","28.4582821","117.9381305","Unhealthy for Sensitive Groups"
"Haiti","19.5485315","-71.7258332","Unhealthy for Sensitive Groups"
"Nigeria","5.489736","7.0341973","Unhealthy for Sensitive Groups"
"India","23.9003164","79.1952467","Unhealthy"
"India","20.4602277","76.9380493","Unhealthy for Sensitive Groups"
"India","28.6294996","79.8054072","Unhealthy"
"India","33.71723","74.83412","Unhealthy for Sensitive Groups"
"India","20.1891893","78.7910485","Unhealthy"
"Italy","44.7383497","10.9247932","Unhealthy for Sensitive Groups"
"South Africa","-26.842989","26.783249","Unhealthy"
"China","46.6520483","126.9607485","Unhealthy for Sensitive Groups"
"India","21.7092774","70.5761993","Unhealthy"
"India","19.3737148","74.0480577","Unhealthy for Sensitive Groups"
"Colombia","6.1732667","-75.6269944","Unhealthy for Sensitive Groups"
"India","22.0399","71.2046","Unhealthy"
"China","32.5866826","117.0130019","Unhealthy"
"Pakistan","26.0977194","68.4786363","Unhealthy"
"Switzerland","47.096913","8.2712723","Unhealthy for Sensitive Groups"
"Ethiopia","12.5057091","39.5222514","Unhealthy"
"Pakistan","31.9299926","70.4592265","Unhealthy"
"India","28.7031608","78.7030077","Unhealthy"
"Uzbekistan","40.5251446","72.0712804","Unhealthy for Sensitive Groups"
"India","22.8245152","72.7533562","Unhealthy"
"India","27.5644579","75.2298474","Unhealthy"
"India","23.7598756","76.2027597","Unhealthy"
"United States of America","25.9087056","-80.3086619","Unhealthy"
"Italy","44.8872071","11.0661063","Unhealthy for Sensitive Groups"
"Pakistan","25.3083102","69.0507321","Unhealthy"
"Israel","32.9345686","35.31763","Unhealthy for Sensitive Groups"
"China","28.2794129","112.5465696","Unhealthy"
"Brazil","-22.7496231","-42.8557428","Unhealthy"
"Iran (Islamic Republic of)","0.3397018","32.5925304","Unhealthy for Sensitive Groups"
"India","23.0770961","85.2800459","Unhealthy"
"Mexico","17.760922","-92.596108","Unhealthy"
"China","26.5616781","100.1665299","Unhealthy"
"India","27.9350861","76.8522328","Unhealthy"
"India","31.9402589","76.9594216","Unhealthy for Sensitive Groups"
"Mexico","19.1044928","-99.5908089","Unhealthy"
"Pakistan","25.36174","67.8351","Unhealthy"
"India","19.2236329","73.1671515","Unhealthy"
"Guatemala","14.6523568","-91.5887942","Unhealthy for Sensitive Groups"
"India","24.1709794","72.4366375","Unhealthy"
"China","39.4035058","121.9678453","Unhealthy for Sensitive Groups"
"India","22.2675737","86.1750612","Unhealthy"
"India","22.3053263","70.8028377","Unhealthy"
"Chile","-34.4088744","-70.8616583","Unhealthy for Sensitive Groups"
"France","16.2532002","-61.2750706","Unhealthy for Sensitive Groups"
"Dominican Republic","19.2972812","-70.2533206","Unhealthy"
"South Africa","-28.516667","27.010833","Unhealthy for Sensitive Groups"
"China","35.5520437","116.7780517","Unhealthy"
"China","24.2710762","110.6756437","Unhealthy"
"Brazil","-21.013203","-48.220951","Unhealthy for Sensitive Groups"
"Venezuela (Bolivarian Republic of)","10.466288","-66.6078417","Unhealthy for Sensitive Groups"
"Colombia","6.2800171","-75.4426875","Unhealthy for Sensitive Groups"
"Iran (Islamic Republic of)","32.5576772","51.5079153","Unhealthy for Sensitive Groups"
"India","29.5104313","75.4535276","Unhealthy"
"South Africa","-27.006667","30.807778","Unhealthy"
"Pakistan","25.264384","63.4723455","Unhealthy"
"Pakistan","32.2638734","74.662699","Unhealthy"
"India","23.6650122","85.303518","Unhealthy"
"India","17.0988507","81.5715054","Unhealthy"
"India","29.9783724","76.5832383","Unhealthy"
"Greece","40.86833","22.9525","Unhealthy for Sensitive Groups"
"India","24.9750103","77.564764","Unhealthy"
"India","14.7433614","79.0610394","Unhealthy for Sensitive Groups"
"India","25.8582968","87.8243636","Unhealthy"
"Nepal","28.2651055","83.6029924","Unhealthy for Sensitive Groups"
"India","23.0962135","86.2200923","Unhealthy"
"India","22.359058","87.554864","Unhealthy"
"India","23.8480899","77.941471","Unhealthy"
"India","21.0633288","86.5053731","Unhealthy"
"United Arab Emirates","25.3461498","55.4210633","Unhealthy"
"India","24.9029127","80.2578736","Unhealthy"
"India","17.465199","77.4189669","Unhealthy for Sensitive Groups"
"Pakistan","25.5095469","69.7827504","Unhealthy"
"Tajikistan","38.14235","69.58124","Unhealthy for Sensitive Groups"
"Pakistan","25.7620954","68.6578079","Unhealthy"
"India","23.8042717","72.3912763","Unhealthy"
"India","26.4691","74.639","Unhealthy"
"India","30.3843674","76.770421","Unhealthy for Sensitive Groups"
"India","28.90662","78.4707309","Unhealthy"
"India","10.915221","78.548147","Unhealthy"
"Iran (Islamic Republic of)","51.532631550000005","-0.19626866421186873","Unhealthy for Sensitive Groups"
"Ethiopia","11.5653325","41.4385892","Unhealthy"
"India","18.8035447","75.1714406","Unhealthy for Sensitive Groups"
"China","42.2895233","123.8394899","Unhealthy for Sensitive Groups"
"Japan","26.1772381","127.6863791","Unhealthy for Sensitive Groups"
"India","22.6990518","73.115045","Unhealthy"
"India","25.3356491","83.0076292","Unhealthy"
"Pakistan","32.2096916","70.3881146","Unhealthy"
"South Africa","-26.955347","24.7300938","Unhealthy for Sensitive Groups"
"United States of America","26.1594305","-97.9907362","Unhealthy for Sensitive Groups"
"South Africa","-25.85862","29.232475","Unhealthy"
"Greece","41","23.63333","Unhealthy for Sensitive Groups"
"Nicaragua","13.1513202","-85.8148661","Unhealthy for Sensitive Groups"
"Oman","23.2610439","58.9202694","Unhealthy"
"China","28.8744722","105.4385063","Unhealthy"
"Venezuela (Bolivarian Republic of)","10.0581865","-72.5557034881088","Unhealthy"
"India","17.4566199","76.2944772","Unhealthy for Sensitive Groups"
"Afghanistan","33.3055862","62.1566193","Unhealthy"
"India","28.9277351","79.7028923","Unhealthy for Sensitive Groups"
"India","26.767111","81.109652","Unhealthy"
"India","26.4398676","89.9787602","Unhealthy for Sensitive Groups"
"India","26.4613528","75.2762174","Unhealthy"
"India","28.42826235","77.00270014657752","Unhealthy"
"China","30.0754675","115.9344837","Unhealthy"
"Bangladesh","23.1019439","89.1010636","Unhealthy for Sensitive Groups"
"China","33.484032","119.8497285","Unhealthy"
"India","28.6246937","80.0812296","Unhealthy"
"Iran (Islamic Republic of)","34.5043","47.9653","Unhealthy for Sensitive Groups"
"India","22.1229442","75.6097401","Unhealthy"
"Uganda","0.5279114","33.0384226","Unhealthy for Sensitive Groups"
"Mexico","19.243333","-98.190833","Unhealthy"
"India","26.1612436","75.7858103","Unhealthy"
"India","22.4756","88.09898","Unhealthy"
"Sudan","12.905825","31.2147916","Unhealthy for Sensitive Groups"
"India","27.8897862","78.7463761","Unhealthy"
"United States of America","34.0519548","-118.0467339","Unhealthy for Sensitive Groups"
"India","16.0737808","78.8727065","Unhealthy for Sensitive Groups"
"Malaysia","2.6432355","101.7164195","Unhealthy for Sensitive Groups"
"China","22.0428051","111.6039704","Unhealthy"
"India","17.6486842","75.5003106","Unhealthy for Sensitive Groups"
"India","22.8720378","76.71443097317545","Unhealthy"
"India","20.795759","70.7045453","Unhealthy for Sensitive Groups"
"Cameroon","4.6378368","9.4409446","Unhealthy for Sensitive Groups"
"Panama","9.109337","-79.5347158","Unhealthy for Sensitive Groups"
"United States of America","33.8981579","-84.2832564","Unhealthy for Sensitive Groups"
"India","22.6520597","88.4360417","Unhealthy"
"India","20.42000485","72.86376290300566","Unhealthy for Sensitive Groups"
"India","23.8395678","79.4444361","Unhealthy"
"Nepal","26.98314255","87.32476529399075","Unhealthy"
"Syrian Arab Republic","34.4505521","40.9170636","Unhealthy"
"Mexico","18.9221747","-99.5867765","Unhealthy for Sensitive Groups"
"India","24.2362818","75.4943132","Unhealthy"
"India","22.844581","87.3366418","Unhealthy"
"South Africa","-33.5672222","18.5002778","Unhealthy"
"C̫te d'Ivoire","5.6052","-3.15709","Unhealthy for Sensitive Groups"
"Guinea-Bissau","12.1723403","-14.6555027","Unhealthy for Sensitive Groups"
"Dominican Republic","18.4138992","-70.0322971","Unhealthy"
"India","20.74978325","83.44097217446247","Unhealthy"
"United States of America","34.0854739","-117.9611761","Unhealthy for Sensitive Groups"
"Turkmenistan","39.5116273","54.3539921","Unhealthy for Sensitive Groups"
"India","22.7191072","88.4826229","Unhealthy"
"Ethiopia","11.1916257","40.019752","Unhealthy"
"Italy","46.1375185","12.2181711","Unhealthy for Sensitive Groups"
"India","25.7591464","79.9252618","Unhealthy"
"India","18.7935679","80.815939","Unhealthy for Sensitive Groups"
"India","28.1277056","78.9092159","Unhealthy"
"Italy","44.7274395","11.2903029","Unhealthy for Sensitive Groups"
"China","23.656593","116.6204223","Unhealthy for Sensitive Groups"
"Indonesia","-7.0341979","108.7480485","Unhealthy for Sensitive Groups"
"United States of America","26.271192","-80.2706044","Unhealthy for Sensitive Groups"
"Mexico","-18.5333859","-53.1394286","Unhealthy for Sensitive Groups"
"Mexico","19.6730302","-99.1693207","Unhealthy"
"Brazil","-23.8857982","-46.4241869","Unhealthy"
"India","22.310373","88.6578971","Unhealthy"
"India","22.7294813","87.5142404","Unhealthy"
"China","25.196375","117.867405","Unhealthy"
"Pakistan","34.1461506","71.7337464","Unhealthy for Sensitive Groups"
"China","29.98187","119.90472","Unhealthy"
"Indonesia","-6.48243585","106.83832714913994","Unhealthy"
"Nepal","27.6711133","85.4261675","Unhealthy for Sensitive Groups"
"India","23.575768","73.81289","Unhealthy"
"Ethiopia","10.4480558","38.2017109","Unhealthy for Sensitive Groups"
"India","19.8076083","85.8252538","Unhealthy for Sensitive Groups"
"El Salvador","13.833727","-89.2708537","Unhealthy for Sensitive Groups"
"Bangladesh","22.5277056","91.9207616","Unhealthy for Sensitive Groups"
"Iran (Islamic Republic of)","31.2676737","56.8069974","Unhealthy"
"Mexico","19.2840358","-98.4346012","Unhealthy"
"India","25.1388932","73.0655263","Unhealthy"
"India","31.1041526","77.1709729","Unhealthy"
"Pakistan","25.8071934","66.6219059","Unhealthy"
"Iran (Islamic Republic of)","35.3283255","51.6460307","Unhealthy for Sensitive Groups"
"India","22.4520024","77.4665358","Unhealthy"
"India","16.2919141","80.2630263","Unhealthy for Sensitive Groups"
"China",NULL,NULL,"Unhealthy"
"India","23.0751399","88.2828926","Unhealthy"
"Tajikistan","39.4961693","67.6141456","Unhealthy for Sensitive Groups"
"Guatemala","14.6301882","-90.9276994","Unhealthy for Sensitive Groups"
"United States of America","34.0686208","-117.9389526","Unhealthy for Sensitive Groups"
"India","17.61955","79.23529","Unhealthy for Sensitive Groups"
"Nigeria","5.7291619","7.1164592","Unhealthy for Sensitive Groups"
"China","36.1023552","114.33633","Unhealthy"
"India","24.4676117","82.9932634","Unhealthy"
"Pakistan","26.6636199","68.0024421","Unhealthy"
"India","25.26490965","82.98577262135697","Unhealthy for Sensitive Groups"
"India","27.3074475","79.4337915","Unhealthy"
"India","22.8886213","88.4239345","Unhealthy for Sensitive Groups"
"Mexico","19.6184235","-99.3035542","Unhealthy"
"India","29.5451728","79.1045326","Unhealthy"
"Afghanistan","37.3982442","69.8158533","Unhealthy for Sensitive Groups"
"Pakistan","32.932827","72.8629763","Unhealthy"
"India","25.0420354","83.6087865","Unhealthy"
"India","14.3605492","74.7978556","Unhealthy for Sensitive Groups"
"China","35.2708465","118.7048841","Unhealthy"
"India","22.96363","76.054867","Unhealthy for Sensitive Groups"
"India","21.734812","70.4491538","Unhealthy for Sensitive Groups"
"India","26.7895579","82.7231355","Unhealthy for Sensitive Groups"
"China","34.4551772","113.0444455","Unhealthy"
"Pakistan","29.0334014","69.1500387","Unhealthy"
"India","20.0151691","76.0353471","Unhealthy for Sensitive Groups"
"India","31.952066","75.3217361","Unhealthy for Sensitive Groups"
"India","20.6613774","85.6009626","Unhealthy"
"India","18.2768994","74.1602287","Unhealthy for Sensitive Groups"
"China","30.7474425","120.7510971","Unhealthy for Sensitive Groups"
"Pakistan","31.9749253","74.2218684","Unhealthy"
"Pakistan","27.1646071","68.0054627","Unhealthy"
"China","23.1479566","111.7801811","Unhealthy"
"India","22.5853113","86.4768222","Unhealthy"
"Nigeria","7.8999894","4.3167086","Unhealthy for Sensitive Groups"
"United States of America","34.1065404","-117.8069361","Unhealthy for Sensitive Groups"
"Brazil","-23.6533509","-46.5279039","Unhealthy for Sensitive Groups"
"India","25.753832","86.0246736","Unhealthy for Sensitive Groups"
"Pakistan","24.603377","68.0789001","Unhealthy"
"South Africa","-29.1316667","31.3986111","Unhealthy"
"India","23.5929359","77.2669314","Unhealthy"
"India","17.7740145","73.1180008","Unhealthy for Sensitive Groups"
"Democratic Republic of the Congo","-3.0154526","16.9232711","Unhealthy"
"India","27.8684","81.5039","Unhealthy"
"India","20.1272799","85.1044062","Unhealthy"
"India","12.6900289","79.8531496","Unhealthy"
"Nigeria","8.1560008","4.7227435","Unhealthy for Sensitive Groups"
"India","22.75","71.666667","Unhealthy"
"Indonesia","0.0988973","102.2565481","Unhealthy for Sensitive Groups"
"India","29.0740524","80.1096011","Unhealthy for Sensitive Groups"
"Pakistan","25.1233226","68.5335594","Unhealthy"
"India","13.2786146","80.2577671","Unhealthy for Sensitive Groups"
"Nigeria","7.383333","4.266667","Unhealthy"
"Mexico","19.07881","-98.273985","Unhealthy"
"Togo","6.334956","1.529707","Unhealthy for Sensitive Groups"
"China","27.6500795","113.4923249","Unhealthy for Sensitive Groups"
"India","22.5674","71.8062","Unhealthy"
"Senegal","15.3954248","-15.1153121","Unhealthy"
"Iran (Islamic Republic of)","28.66982","57.752772","Unhealthy"
"Malaysia","1.7336743","103.9006975","Unhealthy for Sensitive Groups"
"India","23.0177525","70.2096164","Unhealthy"
"Uzbekistan","40.1410626","65.3608473","Unhealthy"
"India","23.7189151","85.5115085","Unhealthy"
"Chile","-36.6170801","-72.9575043","Unhealthy"
"India","29.7387917","76.9687956","Unhealthy"
"India","11.6907707","79.2886863","Unhealthy for Sensitive Groups"
"Malaysia","5.6435195","100.4869513","Unhealthy"
"Iran (Islamic Republic of)","32.061962","54.214521","Unhealthy for Sensitive Groups"
"Indonesia","-6.8237615","110.7130548","Unhealthy"
"Tunisia","32.92967","10.45177","Unhealthy for Sensitive Groups"
"Chile","-33.0441903","-71.3725464","Unhealthy"
"India","18.1139259","83.3979562","Unhealthy for Sensitive Groups"
"Namibia","-22.9557607","14.5071125","Unhealthy for Sensitive Groups"
"China","36.7071591","119.1557441","Unhealthy"
"Pakistan","32.0889657","72.6776943","Unhealthy"
"India","17.1772683","77.2823552","Unhealthy"
"India","23.3017829","83.6026954","Unhealthy"
"India","21.5579187","80.2613497","Unhealthy for Sensitive Groups"
"India","28.3241636","77.08486438023044","Unhealthy"
"India","18.1883863","73.8729957","Unhealthy"
"China","43.5025009","124.8127196","Unhealthy for Sensitive Groups"
"India","25.2868272","79.3338637","Unhealthy"
"Iran (Islamic Republic of)","38.964038","-85.588144","Unhealthy for Sensitive Groups"
"Pakistan","27.2099599","68.4154594","Unhealthy for Sensitive Groups"
"Libya","29.1245649","15.9402605","Unhealthy"
"Brazil","-23.7176303","-46.8492435","Unhealthy for Sensitive Groups"
"Brazil","-23.5282246","-46.902003","Unhealthy for Sensitive Groups"
"Dominican Republic","19.1214072","-70.6432141","Unhealthy for Sensitive Groups"
"India","28.7092586","78.8555288","Unhealthy for Sensitive Groups"
"China","37.0310036","111.9154182","Unhealthy"
"China","32.3144624","121.1816873","Unhealthy"
"Democratic Republic of the Congo","-6.40440225","24.647577342766233","Unhealthy"
"India","27.5544674","79.3364394","Unhealthy"
